# Super Quiz questions, in English.
#   id;category;difficulty;question;right;wrong1;wrong2;wrong3;trivia
# Difficulty runs from 1 to 3. The id matches the Italian bank: the
# same question carries the same number, so the record of what has
# already been asked is shared between the two languages.
# You can add your own by putting a domande.en.csv in the data
# folder (/var/lib/dmd), same format. Yours are never touched by
# updates.
#
# Fonte: OpenQuizzDB (openquizzdb.org) - CC BY-SA 4.0
# 1301 domande.
3-26;Harry Potter;3;"What is the name of Draco Malfoy's mother in ""Harry Potter""?";Narcissa;Dolores;Lily;Bellatrix;The Malfoys and the Blacks are related by marriage between Narcissa and Lucius, where young Draco is the sole heir.
3-27;Harry Potter;3;At Hogwarts, what floor is the On Demand Room located on?;Seventh Floor;Second floor;Eleventh floor;Twentieth Floor;A large number of hidden passages, stairs and moving painting portraits make the establishment quite mysterious.
3-28;Harry Potter;3;What is the first Christmas gift that Hagrid offers to Harry Potter?;Flute;Baguette;Owl;Key;Hagrid, a member of the Order of the Phoenix, was raised at Hogwarts in the Gryffindor House, where he arrived in 1940.
3-29;Harry Potter;3;What is the zodiac sign of young Harry Potter, born in 1980?;Lion;Virgo;Libra;Taurus;Harry James Potter was born on July 31, 1980 and therefore has the same birthday as J. K. Rowling.
8-2;Tutankhamun;1;What profession did Howard Carter, son of animal painter Samuel John Carter, do?;Archaeologist;Physicist;Journalist;Decorator;Howard Carter is best known for having discovered Tutankhamun's tomb in 1922.
8-3;Tutankhamun;1;How many sarcophagi protected Tutankhamun's mummy?;Three;Two;Four;Five;At the end of seventy days, Tutankhamun will be buried, according to the royal funeral rites.
8-4;Tutankhamun;1;What material is Tutankhamun's death mask made of?;Gold;Bronze;Plaster;Money;Over the face of Tutankhamun is folded a fine gold mask whose features recall the face of Queen Tiyi.
8-5;Tutankhamun;1;What precious material evoked the Sun god for the Egyptians?;Gold;Platinum;Titanium;Palladium;In Egyptian mythology, Ra (or Ra) is the god of the solar disk and the creator of the universe.
8-8;Tutankhamun;1;By what technique did the Egyptians open the underground world to the soul?;Embalming;Dissection;Cremation;Hanging;In ancient Egypt, embalmers are also called taricheutes, meaning preserved meat, embalmed body.
8-9;Tutankhamun;1;In ancient Egypt, what abode was essential for eternal life?;Sarcophagus;Baptistery;Mausoleum;Colombarium;Most often carved in stone and placed above the ground, the sarcophagus is sometimes buried.
8-11;Tutankhamun;2;What is the weight of the solid gold funerary mask from Tutankhamun's coffin?;11 kg;8 kg;5 kg;2 kg;This sculpture, discovered in 1925, is a true masterpiece of Egyptian goldsmithing.
8-12;Tutankhamun;2;On Tutankhamun's mask, which animal repels enemies with its breath?;Cobra;Horse;Dragon;Scorpio;In Egyptian mythology, Wadjet is a protective cobra goddess of Lower Egypt.
8-13;Tutankhamun;2;What does the false beard of Tutankhamun's funeral mask symbolize?;Immortality;Power;Glory;Posterity;In ancient Egypt, the false beard is one of the attributes that the pharaoh shares with the gods.
8-14;Tutankhamun;2;What precious material symbolizes the bones of the deceased pharaoh?;Money;Gold;Platinum;Bronze;The exhibitions devoted to Tutankhamun very regularly experience considerable popular success.
8-15;Tutankhamun;2;Which patron funded Howard Carter's excavation of Tutankhamun's tomb?;Lord Carnarvon;Thomas Young;Harry Burton;Geoffrey Martin;Lord Carnarvon married in 1895 with the very rich Almina Wombwell, natural daughter of the banker Alfred de Rothschild.
8-16;Tutankhamun;2;Who was first reserved for embalming under the Old Egyptian Empire?;To the pharaohs;To the scribes;To priests;To animals;Embalming refers to all the techniques aimed at preserving the bodies of dead people.
8-17;Tutankhamun;2;How many steps go down to the front door of Tutankhamun's tomb?;Sixteen;Thirty;Four;Fifty;From there, a corridor leads to a door closing the entrance to the first room, called the antechamber by Carter.
8-18;Tutankhamun;2;What was the first room in Tutankhamun's tomb called?;Antechamber;Vestibule;Reserve;Dormitory;When it was discovered, the antechamber contained more than 700 rooms piled up jumbled together.
8-19;Tutankhamun;2;How was Tutankhamun's mummy almost charred?;Ointments;Suffers;Natron;Bronze;It is indeed by the ointments poured at the time of burial that the mummy was almost charred.
8-20;Tutankhamun;2;How many daughters who died prematurely would Pharaoh Tutankhamun have had?;Two;Three;Four;Five;Examination of their mummies in 2011 revealed that one of the fetuses died at five or six months of pregnancy.
8-21;Tutankhamun;3;Who discovered Tutankhamun's tomb in 1922?;Howard Carter;Somers Clarke;Henry Salt;Alfred Lucas;In 1924, he did many interviews in the United States where he was seen as a real star.
8-22;Tutankhamun;3;What Egyptian designation is used for Tutankhamun's tomb?;KV62;MC23;DS36;ZX44;The visit to the KV62 tomb is subject to a specific price which may vary depending on the season.
8-23;Tutankhamun;3;How many works and pieces of furniture did Tutankhamun's tomb contain?;2,099;1,245;3,627;4,830;The treasure chamber contained models of ships, numerous statues and two mummies of fetuses.
8-24;Tutankhamun;3;What name does the most emblematic headdress of the pharaohs bear?;Nemes;Pakol;Causia;Kippa;The nemes is a head covering of fabric, quite complex, made up of several parts.
8-25;Tutankhamun;3;Which protective goddess of the pharaoh is found on Tutankhamun's mask?;Nekhbet;Kekou;Miysis;Hathor;In her role of protector of the pharaoh, Nekhbet is associated with the cobra goddess Ouadjet, symbol of Lower Egypt.
8-26;Tutankhamun;3;What mineral was often used for funerary jewelry among the Egyptians?;Amethyst;Zircon;Garnet;Opal;The color of amethyst only remains stable up to 250 ° C. Beyond that, most amethysts will discolour.
8-28;Tutankhamun;3;What mineral allowed the Egyptians to dehydrate human tissue?;Natron;Nickel;Lithium;Bismuth;The Egyptians observed the similarity in matter between the purified, heated and dried natron and the water soluble part.
8-29;Tutankhamun;3;What did we slip under the mummies' faces to restore their shape?;Clay;Gypsum;Ocher;Coal;A mummy is a corpse that has been preserved from destruction and decay.
18-1;Star Trek;1;"In ""Star Trek"", which fleet is responsible for defending the Federation's borders?";Starfleet;FedCon;Cardassia;Klingon;Starfleet's primary mission is to gather as much information as possible about the Universe.
18-2;Star Trek;1;"What word was used in the late 1960s to refer to fans of the ""Star Trek"" series?";Trekkies;Spockies;Sixties;Friendies;Sometimes the term trekkie is replaced by trekker, which for some has a less pejorative connotation.
18-3;Star Trek;1;Which actor remains inseparable from the early adventures of Captain James T. Kirk?;William Shatner;DeForest Kelley;Leonard Nimoy;James Doohan;"William Shatner has written several books in the ""Star Trek"" series, published in French by Fleuve Noir editions."
18-4;Star Trek;1;"In the universe of ""Star Trek"", which physicist is also a fine helmsman?";Sulu;McCoy;Uhura;Chekov;It could be that Hikaru Sulu is a distortion of Hikari utsuru, evoking moving at the speed of light.
18-5;Star Trek;1;"What is the most iconic technological gadget in the ""Star Trek"" saga?";Teleporter;Planitron;Telecran;Cosmic cube;Teleportation is normally performed from a teleportation platform to a given position.
18-8;Star Trek;1;"In ""Star Trek"", which female crew member is of African American descent?";Uhura;Chekov;Chapel;McCoy;Over time, his name is completed and becomes Nyota Upende Uhura, meaning in Swahili star-love-freedom.
18-9;Star Trek;1;"Who replaced Leonard Nimoy in the last feature films of ""Star Trek""?";Zachary Quinto;Chris Pine;Jonathan Frakes;Avery Brooks;"On October 16, 2011, the actor spoke about his homosexuality for the first time in an interview with ""New York Magazine""."
18-10;Star Trek;1;"What is the nickname of the Scottish Enterprise engineer in the ""Star Trek"" saga?";Scotty;Jimmy;Benny;Vinny;Montgomery Scott, nicknamed Scotty, has two loves: his Enterprise, which he pampers carefully, and whiskey.
18-11;Star Trek;2;"Who is the writer behind the creation of the ""Star Trek"" universe?";Gene Roddenberry;David Jacobs;Ed Burns;William Stuart;Asteroid 4659 Roddenberry, and an impact crater on Mars, Roddenberry Crater, are both named in his honor.
18-14;Star Trek;2;"Who replaced William Shatner in the last feature films of ""Star Trek""?";Chris Pine;Zachary Quinto;Patrick Stewart;Brent Spiner;"In 2017, Chris Pine will join a superhero franchise for the blockbuster ""Wonder Woman""."
18-16;Star Trek;2;"How many films based on the original ""Star Trek"" series hit screens before 2018?";Six;Eight;Ten;Twelve;"""Star Trek, the Movie"" is the film adaptation of the third episode of the second season of the television series."
18-19;Star Trek;2;"In ""Star Trek"", which alien species is native to the planet Kronos?";Klingons;Romulans;Borgs;Talosians;Klingons are generally larger and stronger humanoids than Humans due to powerful musculature.
18-21;Star Trek;3;"The first pilot in the ""Star Trek"" series was refused because the second in command was...";A woman;Too old;Too young;Black;"The ""Star Trek"" series has given rise to widespread enthusiasm among a large audience with the creation of many fanzines."
18-22;Star Trek;3;"In ""Star Trek"", which race of creatures is partly organic and partly mechanical?";Borgs;Klingons;Romulans;Andorians;The assimilation of a large number of peoples allowed the Borg to reach a surprising technological level.
18-23;Star Trek;3;"What name has been given to the biggest ""Star Trek"" convention in Europe?";FedCon;SpaceCraft;EuroTrek;AlphaKirk;In 2011, FedCon broke the world record for most people wearing a Star Trek costume, with 691 people.
18-24;Star Trek;3;"What is the first name of Enterprise Team Member Chekov in ""Star Trek""?";Pavel;Nyota;Hikaru;Janice;Pavel Chekov's Russian accent betrays his Slavic origins as well as his love for vodka.
18-26;Star Trek;3;"In ""Star Trek"", how many parts is the galaxy divided into?";Four;Six;Two;Eight;"The ""Star Trek"" universe portrays a future in which humanity eradicated disease, racism, poverty and war on Earth."
18-27;Star Trek;3;"Which android is found in ""Star Trek: The Next Generation""?";Data;Kapa;Worf;Soong;This American television series, comprising 178 episodes of 45 minutes, aired between 1987 and 1994.
18-29;Star Trek;3;"In ""Star Trek"", which species has a body temperature close to -30 ° C?";Breens;Borgs;Klingons;Romulans;To travel, they therefore travel in refrigerated suits because a temperature above -18 ° C can kill them.
18-30;Star Trek;3;"Who illustrated many of the posters for the ""Star Trek"" saga?";Bob Peak;Clark Hulings;Gerald Brom;Ben Stahl;"American painter and illustrator Bob Peak is also known for the posters of ""My Fair Lady"" and ""Apocalypse Now""."
23-2;Tennis;1;What is the nationality of Roger Federer, one of the greatest tennis players of all time?;Switzerland;Belgian;French;German;Roger Federer is the only player in tennis history to have won five Grand Slam tournaments in a row.
23-5;Tennis;1;In tennis, when a ball bounces off the field, it is said that it is ...;Out;Nothing;False;White;When the ball falls into the net, on the side of the player who hit the ball, the point is also awarded to the opponent.
23-7;Tennis;1;What is the color of the ball used in tennis?;Yellow;Red;Green;Blue;Coated with felt, balls must be yellow or white in official competitions.
23-8;Tennis;1;In tennis, when playing doubles, what area of the field is added?;The corridors;The squares;The lines;The funds;For the doubles game, two 1.37 meter lanes are added, thus increasing the width of the court to 10.97 meters.
23-10;Tennis;1;What is the first action taken at the beginning of a tennis match?;Service;Smash;Stolen;Lift;The service must be struck diagonally so that the ball falls into the service square.
23-11;Tennis;2;Which of these professional tennis players is the most aged?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Andre Agassi has won 60 singles titles on the ATP Tour, including 8 Grand Slam tournaments.
23-12;Tennis;2;In which year did Rafael Nadal win his first Grand Slam?;2005;2004;2003;2002;Rafael Nadal is considered by many specialists as the best clay player in the history of tennis.
23-14;Tennis;2;In all four Grand Slam tournaments, each round is played in how many winning sets?;Three;Two;Four;Five;To achieve the Grand Slam in tennis is to win, the same year, the four major tournaments of the international circuit.
23-15;Tennis;2;For men, who is the youngest winner of the Roland Garros tournament?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;Michael Chang's best ATP ranking in singles was second in the world on 9 September 1996.
23-16;Tennis;2;In tennis, what is the score of the game when the server scores 3 points and the receiver 2?;40-30;30-40;3-2;2-3;The possible scores to win a set are: 6/0, 6/1, 6/2, 6/3, 6/4 and 7/5.
23-17;Tennis;2;Which of these tennis players has been naturalized in America since 1992?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Lendl has marked the history of tennis by his baseline play, more offensive than those of his predecessors.
23-18;Tennis;2;Who became at 19 the youngest winner of the US Open tournament?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Pete Sampras is the only player of the Open era to have completed six seasons in the world rankings.
23-20;Tennis;2;In its center, the tennis net must have a minimum height of how many centimeters?;91 cm;101 cm;111 cm;121 cm;The net should be dark in color and the strip of net white with a size of 10 to 13 cm.
23-21;Tennis;3;Who was the first number one worldwide when creating the ATP ranking?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;On the court, Ilie Nastase did not hesitate to amuse the public or verbally attack the referee.
23-22;Tennis;3;Who holds the record for 48 broken rackets in a tennis match?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Marat Safin is the only Russian player with Ievgueni Kafelnikov to have won a Grand Slam tournament.
23-25;Tennis;3;Who is the last player to beat Justine Henin in an official tournament?;Kuznetsova;Dementieva;Safina;Jankovic;Despite a relative handicap of size and weight, Justine Henin was one of the dominant players of the years 2003 to 2008.
23-26;Tennis;3;In which year was Wimbledon, the oldest tennis tournament in the world created?;1877;1897;1887;1867;The Wimbledon tournament is since its beginnings organized by the All England Lawn Tennis and Croquet Club, an English sports club.
23-27;Tennis;3;What former tennis player was dubbed the Terrible?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;The public, especially French, supported little Ivan Lendl, reproaching him on the side unfriendly.
23-29;Tennis;3;With what brand of racket does Roger Federer play, professional since 1998?;Wilson;Lacoste;Babolat;Head;Federer played in 2012 with the Wilson Pro Staff Six.One racquet, characterized by its small striking surface.
23-30;Tennis;3;Which tennis player has unintentionally caused the death of a referee by one of his balls?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Stephan Edberg is with John McEnroe one of only two players to be number one in singles and men's singles.
24-1;Castles;1;In the gardens of what castle can we admire a beautiful orangery?;Versailles;Chenonceau;Fontainebleau;Seals;The orangery shelters in winter 1,500 shrubs in box, in majority of the orange trees but also laurels, grenadiers or myrtles.
24-3;Castles;1;At the beginning of the Middle Ages, in what subject were the first strong castles built?;Wood;Straw;Iron;Stones;The castle is a European innovation that appeared in the 9th century after the fall of the Carolingian Empire.
24-5;Castles;1;What is the name of the ditch, usually filled with water, that surrounds a strong castle?;Douves;Shirt;Contrescarpe;Latrines;The use of gears, such as towers and bullies, was then made difficult or impossible.
24-8;Castles;1;What was the favorite residence of the Kings of France at the Renaissance?;Blois;Amboise;Fontainebleau;Meudon;The royal castle around a courtyard has a panorama of French architecture from the Middle Ages to the classical era.
24-10;Castles;1;What is generally found behind the drawbridge of a castle?;Harrow;Murderers;Douves;Turret;The bottom of the harrow is often filled with spikes to discourage anyone from trying to pass underneath as it descends.
24-11;Castles;2;In which department can you visit the chateau Chenonceau, looking very feminine?;Indre-et-Loire;Vaucluse;Dordogne;Finistère;The chateau of Chenonceau is one of the chateaux commonly called the chateaux of the Loire.
24-12;Castles;2;What is the name of a small tower in a castle?;Turret;Tourette;Tourine;Touronne;Turrets served as a watchtower, defending a weak point or a postern.
24-13;Castles;2;Which castle is presumed to be buried Leonardo da Vinci?;Amboise;Blois;Sully-Sur-Loire;Saumur;De Vinci developed ideas that were far ahead of his time, such as the airplane, the helicopter, the submarine and the automobile.
24-15;Castles;2;What castle was Hergé inspired to create the Moulinsart castle?;Cheverny;Langeais;Villandry;Chaumont-Sur-Loire;The castle, raised in a very classical style, was designed by Jacques Bougier, architect of a part of the castle of Blois.
24-16;Castles;2;Near which city did Louis XIV build his future residence?;Versailles;Angers;Fontainebleau;Chambord;The king and the court resided there permanently from 1682 to 1789, with the exception of the years of the Regency from 1715 to 1723.
24-17;Castles;2;In which city can one visit the castle of the dukes of Brittany?;Nantes;Rennes;Brest;Angers;Became property of the city of Nantes in 1915, the castle has been used for tourism and museums since 1924.
24-19;Castles;2;Which castle that belonged to the Grand Condé in the 17th century was a place of celebration?;Chantilly;Versailles;Chenonceau;Fontainebleau;Chantilly Castle Gardens are one of the most remarkable creations of André Le Nôtre.
24-20;Castles;2;In which city of France is the castle of Henri IV, classified as a historical monument?;Pau;Toulouse;Bordeaux;Mont-de-Marsan;"The castle of Pau carries within it the tormented marks of modern history, under the benevolent figure of the ""gallant green""."
24-22;Castles;3;What little decrepit door is sometimes practiced in a castle wall?;Poterne;Harrow;Escarpe;Bretèche;Placed in the bottom of the curtain walls, at the level of the ditches, she was generally under the protection of the murderers of a nearby tower.
24-23;Castles;3;Which wall connects two towers in medieval military architecture?;Courtine;Poterne;Harrow;Escarpe;In bastioned military architecture, a curtain wall is a rampart connecting two bastions.
24-24;Castles;3;Which stone structure placed at the top of a tower allows a fuse?;Machicolation;Bastillon;Merlon;Gabion;This active defense system, replacing the hoardings, is used to throw various materials to defend the foot of the fortifications.
24-26;Castles;3;In the harbor of which city can you see the castle of If?;Marseille;Nice;Toulon;Nantes;This three-storey square construction measures 28 meters on each side, flanked by 3 towers and pierced by wide embrasures.
24-27;Castles;3;Which classed castle includes three dungeons built at three different times?;Falaise;Olivet;Caen;Vire;The phases of construction are clearly identifiable, each dungeon corresponding to a distinct period.
24-28;Castles;3;Which castle is composed of 17 towers erected under the reign of Saint-Louis?;Angers;Toulon;Rambures;Falaise;The Fortress, also called the castle of the Dukes of Anjou, is erected on a promontory slate slate overlooking Maine.
24-29;Castles;3;Which castle of the Somme is built almost entirely in bricks?;Rambures;Bertangles;Raincheval;Folleville;The castle of Rambures was spared by Louis XIII during the ordinances of Richelieu.
24-30;Castles;3;What Mayenne castle with eight towers was built in just one year?;Lassay;Courbeveille;Fresnay;Terchant;The two towers of the south-east and south-west angles are circular, while the other six are flanked by the wall of the curtain walls.
165-1;General knowledge;1;What nickname was given to Victoria Beckham among the Spice Girls?;Posh;Push;Pesh;Pish;The solo career of Victoria Posh Beckham (pretty quickly stopped) is the most disastrous of the Spice Girls.
165-2;General knowledge;1;Which boy band was Justin Timberlake before progressing in a solo career?;NSYNC;Take That;G-Squad;Backstreet Boys;The members of the NSYNC group were Lance Bass, Chasez, Joey Fatone, Chris Kirkpatrick and Justin Timberlake.
165-4;General knowledge;1;In the X-Men, what substance is the skeleton of Wolverine?;Adamantium;Vibranium;Cavorite;Neutronium;Adamantium, the most resistant imaginary metal alloy of all known imaginary metals, does not oxidize or rust.
165-6;General knowledge;1;In what year did the first version of the movie E.T. come out?;1982;1984;1986;1980;For eleven years in a row, the American blockbuster E.T. the extra-terrestrial will remain at the top of the global box office.
165-7;General knowledge;1;What is the color of the triangle on a PlayStation 2 gamepad?;Green;Blue;Red;Mauve;The PS2 is a sixth-generation video game console marketed by Sony Computer Entertainment.
165-8;General knowledge;1;Who became the first artist produced by Internet users in France?;Grégoire;Matthieu;Antoine;Simon;Grégoire's first album, released in 2008 and turned into a diamond disc, was produced by 347 Internet users.
165-9;General knowledge;1;Which actor plays Spider-Man in the series of films made by Sam Raimi?;Tobey Maguire;Val Kilmer;Ben Foster;Jason Statham;Tobey Maguire will no longer be chosen to interpret Peter Parker's character in Spiderman 4.
165-11;General knowledge;2;In what year did the first prototype of the 205 come out of the Peugeot workshops?;1981;1977;1969;1992;The builder's flagship model, the 205 will save it from a delicate financial situation after the purchase of Chrysler Europe.
165-12;General knowledge;2;Which audiovisual production company belongs to Christophe Dechavanne?;Coyote;Réservoir Prod;Case Productions;Visu Tele;The Coyote Group is one of the largest independent producers in the French audiovisual landscape.
165-13;General knowledge;2;With which movie did Clint Eastwood make a biography of Charlie Parker?;Bird;Parker;Dizzy;Charlie;The film of high quality is one of the very few devoted to jazz and music of a director himself a musician.
165-14;General knowledge;2;Jon Voight, interpreter of the movie Macadam Cowboy, has a famous girl called ...;Angelina Jolie;Kate Moss;Katie Holmes;Jennifer Aniston;Originally from Germany and Slovakia, Jon Voight attended stage design classes at the Catholic University of New York.
165-15;General knowledge;2;In the magical world of Pokémon, who are the sworn enemies of Sacha and her friends?;Team Rocket;Team Alpha;Team Miaouss;Team Draco;The Team Rocket is a fictional criminal organization, under the ownership of Giovanni, of the animated series Pokémon.
165-16;General knowledge;2;The Marriage of Figaro is an ope-food of which great composer?;Mozart;Puccini;Verdi;Toscanini;After the first representation given in Vienna in May 1786, eight other representations were proposed.
165-18;General knowledge;2;What sexy stripper was Marilyn Manson's companion for several years?;Dita Von Teese;Ursula Martinez;Carol Doda;Tori Welles;The signature of Dita, a burlesque dancer, arose from her meeting with Catherine D'Lish, her best friend.
165-19;General knowledge;2;Which actor had his agent meet Johnny Depp, then unknown to the general public?;Nicolas Cage;Bruce Willis;Morgan Freeman;Clint Eastwood;Johnny Depp has become famous thanks to the television series 21 Jump Street and his role as Jack Sparrow.
165-20;General knowledge;2;What is the duration fixed for the mandate of the European delegates?;Five years;Four years;Three years;Six years;One-third of the Euro-respondents are women, a higher percentage than in most national parliaments.
165-22;General knowledge;3;Who created the characters of Heads slaps on the internet?;Michel Beaudet;Michel Beaudry;Michel Beaulieu;Michel Beaupré;The site created by the ex-advertising Michel Beaudet knows, since its creation on August 16, 2006, a very big success.
165-23;General knowledge;3;What is the new name of the free instant messaging software Gaim?;Pidgin;Connect;iShare;Komunnity;Gaim was renamed Pidgin in 2007 because of complaints from AOL and its AIM brand.
165-25;General knowledge;3;In which city were the sadly famous pacifists of the 1972 Bloody Sunday killed?;Derry;Dublin;Belfast;Limerick;Every year, on the last Sunday of January, a memorial march takes place in the Bogside District.
165-26;General knowledge;3;What wicker basket can throw the ball to the Basque pelota?;Chistera;Bertsu;Makhila;Talo;Universal game, legacy of other civilizations, the Basque pelota gathers several traditional games from the game of palm.
165-27;General knowledge;3;In which city was founded the Oxbow clothing brand in 1985?;Pont-Audemer;Bordeaux;Biarritz;Chambord;"The brand of clothing Oxbow, now ""French Surf House"", wants to pioneer a sport-fashion positioning."
165-30;General knowledge;3;Who impressively embodied Commissioner Valencia on TV?;Bernard Tapie;Frédéric Diefenthal;Jean Reno;Richard Berry;Bernard Tapie has mostly been talked about in a series of financial operations, with among others the Credit Lyonnais.
168-1;Make-up;1;What other trendier name do we give to lip gloss today?;Gloss;Corrector;Blush;Eyeshadow;The gloss exists in colored or not versions, iridescent or not. Tinted, it can possibly replace lipstick.
168-4;Make-up;1;What base can be useful if the skin tends to shine during the day?;Mattifying;Sticky;Stagnant;Shiny;On the other hand, matifying papers make it possible to absorb the excess sebum before, for example, a retouching.
168-6;Make-up;1;With what do you open your eyes by curling and lengthening the lashes?;Mascara;Blush;Gloss;Eyeshadow;The mascara is posed by looking downwards, placing the brush at the base of the lashes and going up along the lashes.
168-7;Make-up;1;What object is used to redraw the curve of the eyebrow?;Pencil;Eraser;Scissors;Pen;To fill in any holes in the eyebrow, draw small lines with a pencil, imitating the hairs.
168-8;Make-up;1;What brand name was once used in everyday language to speak of mascara?;Rimmel;Sephora;Clarins;Bourjois;Rimmel is a cosmetic product created in 1880 by Eugène Rimmel and used to highlight the eyes.
168-9;Make-up;1;What make-up object effectively prevents lipstick from spinning?;Lip liner;Eyeliner;Lip gloss;Varnish;Choose a neutral lip liner that is lighter than lipstick, because ideally, it should be invisible.
168-11;Make-up;2;In make-up, what do you also call blush?;Blush;Rimmel;Gloss;Fluid;The most common and easiest to apply blush is to smile overly and put the blush on the cheekbones.
168-12;Make-up;2;Which product theoretically constitutes the final touch of makeup?;Lipstick;Foundation;Mascara;Blush;If the eyes are already heavily made up, it is better to choose neutral, natural and discreet shades of lipstick.
168-14;Make-up;2;Which pencil is specifically designed to make up the inside of the eye?;Kohl;Gloss;Mascara;Rimmel;Severe lead poisoning is still observed following the use of kohl with lead sulfide.
168-18;Make-up;2;What product is mainly used to moisturize and especially protect the lips?;Balm;Gel;Soap;Butter;The feminine ointment comes from the fact that the old ointments were flavored with API apple.
168-19;Make-up;2;How do you qualify makeup done by tattooing?;Permanent;Indecent;Disappointing;Growing up;This pigmentation of the skin has the particularity of being lasting: it is maintained for several years.
168-21;Make-up;3;What makeup product has the effect of imitating a tan and giving a better glow?;Indian land;Irish salt;Italian water;English balm;The most common mistake is to put the Indian soil all over the face, the ideal being to apply it on the places where the sun beats.
168-22;Make-up;3;What was the first cosmetic online sales site in France in 2019?;Yves Rocher;Clarins;Clinique;L'Oréal;Yves Rocher is a company owned by the Yves Rocher group and has 1,700 stores, including 650 in France.
168-23;Make-up;3;In what year did James Bruce Mason patent the swivel lipstick?;1923;1938;1947;1952;Before this date, in 1915, Maurice Lévy, an American inventor, registered the patent for the sliding system tube.
168-24;Make-up;3;In ancient Egypt, what could green eyeshadows invoke?;Protection;Destruction;Domination;Meditation;The green eyeshadows (wadju) could invoke the protection of Hathor, the goddess of festivities and love.
168-25;Make-up;3;Which brand developed the first long-lasting opaque colored nail polishes?;Revlon;Maybelline;Benefit;Kiko;In 1950, the colors of the varnishes created in 1932 will this time be matched with the American fashion collections.
168-26;Make-up;3;In Antiquity, what virtue was granted to black eyeshadow?;Disinfection;Sweating;Illumination;Eruption;Thanks to lead sulfide and the chlorine it contained, black eyeshadow, called mesdemet, also served as a disinfectant.
168-27;Make-up;3;What false mole was once used to bring out the whiteness of the complexion?;Fly;Wasp;Hornet;Bee;The Romans and the Egyptians already used flies to camouflage small buttons.
168-29;Make-up;3;What brand wants to be the make-up for theater and for the city?;Bourjois;Estée Lauder;NYX;Revlon;A long-standing company of Chanel, the Bourjois brand markets perfumes, make-up and cosmetics.
173-1;Horses;1;What position do horses adopt for a light sleep?;Standing;On the right flank;On the left flank;On the belly;Like most large herbivores, the horse sleeps little (3 to 5 hours a day) because of its vulnerability to predators.
173-4;Horses;1;What food does the horse really appreciate?;Oats;Hay;Fodder;Muesli;Oats are straw cereals and are widely used in animal feed (especially from equine).
