# Le domande di Super Quiz, in italiano.
#   id;categoria;difficolta;domanda;giusta;sbagliata1;sbagliata2;sbagliata3;curiosita
# La difficolta' va da 1 a 3. L'identificativo e' lo stesso della
# banca inglese: la stessa domanda ha lo stesso numero, cosi' il
# conto di quelle gia' uscite vale per tutte e due le lingue.
# Puoi aggiungerne di tue mettendo un domande.it.csv nella cartella
# dati (/var/lib/dmd), con lo stesso formato. Quelle tue non vengono
# mai toccate dagli aggiornamenti.
#
# Fonte: OpenQuizzDB (openquizzdb.org) - CC BY-SA 4.0
# 1301 domande.
18-16;Star Trek;2;"Quanti film basati sulla serie originale di ""Star Trek"" sono usciti sugli schermi prima del 2018?";Sei;Otto;Dieci;Dodici;"""Star Trek, the Movie"" è l'adattamento cinematografico del terzo episodio della seconda stagione della serie televisiva."
18-19;Star Trek;2;"In ""Star Trek"", quale specie aliena è originaria del pianeta Kronos?";Klingons;Romulani;Borgs;Talosiani;I Klingon sono generalmente umanoidi più grandi e più forti degli umani a causa della potente muscolatura.
18-21;Star Trek;3;"Il primo pilota della serie ""Star Trek"" è stato rifiutato perché il secondo in comando era...";Una donna;Troppo vecchio;Troppo giovane;Nero;"La serie ""Star Trek"" ha suscitato un entusiasmo diffuso tra un vasto pubblico con la creazione di molte fanzine."
18-22;Star Trek;3;"In ""Star Trek"", quale razza di creature è in parte organica e in parte meccanica?";Borgs;Klingons;Romulani;Andoriani;L'assimilazione di un gran numero di persone ha permesso ai Borg di raggiungere un livello tecnologico sorprendente.
18-23;Star Trek;3;"Che nome è stato dato alla più grande convention di ""Star Trek"" in Europa?";FedCon;SpaceCraft;EuroTrek;AlphaKirk;Nel 2011, FedCon ha battuto il record mondiale per la maggior parte delle persone che indossavano un costume di Star Trek, con 691 persone.
18-24;Star Trek;3;"Qual è il nome di battesimo del membro del team aziendale Chekov in ""Star Trek""?";Pavel;Nyota;Hikaru;Janice;L'accento russo di Pavel Chekov tradisce le sue origini slave e il suo amore per la vodka.
18-26;Star Trek;3;"In ""Star Trek"", in quante parti è divisa la galassia?";Quattro;Sei;Due;Otto;"L'universo di ""Star Trek"" ritrae un futuro in cui l'umanità ha sradicato malattie, razzismo, povertà e guerra sulla Terra."
18-27;Star Trek;3;"Quale androide si trova in ""Star Trek: The Next Generation""?";Dati;Kapa;Worf;Soong;Questa serie televisiva americana, composta da 178 episodi di 45 minuti, è andata in onda tra il 1987 e il 1994.
18-29;Star Trek;3;"In ""Star Trek"", quale specie ha una temperatura corporea prossima a -30 ° C?";Breens;Borgs;Klingons;Romulani;Per viaggiare viaggiano quindi in tuta refrigerata perché una temperatura superiore a -18 ° C può ucciderli.
18-30;Star Trek;3;"Chi ha illustrato molti dei poster della saga di ""Star Trek""?";Bob Peak;Clark Hulings;Gerald Brom;Ben Stahl;"Il pittore e illustratore americano Bob Peak è noto anche per i poster di ""My Fair Lady"" e ""Apocalypse Now""."
23-2;Tennis;1;Qual è la nazionalità di Roger Federer, uno dei più grandi giocatori di tennis di tutti i tempi?;Svizzera;Belga;Francese;Tedesco;Roger Federer è l'unico giocatore nella storia del tennis ad avere vinto cinque tornei del Grande Slam di fila.
23-5;Tennis;1;Nel tennis, quando una palla rimbalza fuori dal campo, si dice che sia ...;Fuori;Nullo;Falso;Bianca;Quando la palla cade nella rete, sul lato del giocatore che colpisce la palla, il punto viene assegnato anche all'avversario.
23-7;Tennis;1;Qual è il colore della palla usata nel tennis?;Giallo;Rosso;Verde;Blu;Rivestiti di feltro, le palle devono essere gialle o bianche nelle competizioni ufficiali.
23-8;Tennis;1;Nel tennis, quando si gioca in doppio, quale area del campo viene aggiunta?;I corridoi;I quadrati;Le linee;I fondi;Per la partita di doppio, vengono aggiunte due corsie di 1,37 metri, aumentando così la larghezza del campo a 10,97 metri.
23-10;Tennis;1;Qual è la prima azione intrapresa all'inizio di una partita di tennis?;Servizio;Smash;Rubato;Sollevare;Il servizio deve essere barrato diagonalmente in modo che la palla cada nel quadrato di servizio.
23-11;Tennis;2;Quale di questi tennisti professionisti è il più anziano?;Andre Agassi;Marat Safin;Rafael Nadal;Roger Federer;Andre Agassi ha vinto 60 titoli di singolare nell'ATP Tour, inclusi 8 tornei del Grande Slam.
23-12;Tennis;2;In quale anno Rafael Nadal ha vinto il suo primo Grand Slam?;2005;2004;2003;2002;Rafael Nadal è considerato da molti specialisti come il miglior giocatore di argilla nella storia del tennis.
23-14;Tennis;2;In tutti e quattro i tornei del Grande Slam, ogni turno viene giocato in quanti set vincenti?;Tre;Due;Quattro;Cinque;Per raggiungere il Grande Slam nel tennis è quello di vincere, lo stesso anno, i quattro maggiori tornei del circuito internazionale.
23-15;Tennis;2;Per gli uomini, chi è il più giovane vincitore del torneo Roland Garros?;Michael Chang;Jim Courier;Thomas Muster;Boris Becker;La migliore classifica ATP di Michael Chang nei singoli è stata la seconda al mondo il 9 settembre 1996.
23-16;Tennis;2;Nel tennis, qual è il punteggio del gioco quando il server ottiene 3 punti e il ricevitore 2?;40-30;30-40;3-2;2-3;I punteggi possibili per vincere un set sono: 6/0, 6/1, 6/2, 6/3, 6/4 e 7/5.
23-17;Tennis;2;Quale di questi tennisti è stato naturalizzato in America dal 1992?;Ivan Lendl;Boris Becker;John McEnroe;Pete Sampras;Lendl ha segnato la storia del tennis con il suo gioco di base, più offensivo di quelli dei suoi predecessori.
23-18;Tennis;2;Chi è diventato a 19 il più giovane vincitore del torneo US Open?;Pete Sampras;Andre Agassi;Boris Becker;Roger Federer;Pete Sampras è l'unico giocatore dell'era Open ad aver completato sei stagioni nelle classifiche mondiali.
23-20;Tennis;2;Nel suo centro, la rete da tennis deve avere un'altezza minima di quanti centimetri?;91 cm;101 cm;111 cm;121 cm;La rete dovrebbe essere di colore scuro e la striscia di rete bianca con una dimensione da 10 a 13 cm.
23-21;Tennis;3;Chi è stato il primo numero uno al mondo nel creare il ranking ATP?;Ilie Nastase;Jimmy Connors;Björn Borg;Adriano Panatta;Sul campo, Ilie Nastase non ha esitato a divertire il pubblico o ad attaccare verbalmente l'arbitro.
23-22;Tennis;3;Chi detiene il record di 48 racchette spezzate in una partita di tennis?;Marat Safin;John McEnroe;Lleyton Hewit;Tommy Haas;Marat Safin è l'unico giocatore russo con Ievgueni Kafelnikov ad aver vinto un torneo del Grande Slam.
23-25;Tennis;3;Chi è l'ultimo giocatore a battere Justine Henin in un torneo ufficiale?;Kuznetsova;Dementieva;Safina;Jankovic;Nonostante un relativo handicap di dimensioni e peso, Justine Henin è stata una delle protagoniste degli anni dal 2003 al 2008.
23-26;Tennis;3;In quale anno era Wimbledon, il più antico torneo di tennis del mondo creato?;1877;1897;1887;1867;Il torneo di Wimbledon è sin dai suoi inizi organizzato da All England Lawn Tennis e Croquet Club, un club sportivo inglese.
23-27;Tennis;3;Quale ex tennista è stato soprannominato il Terribile?;Ivan Lendl;John McEnroe;Pete Sampras;Boris Becker;Il pubblico, in particolare il francese, sosteneva il piccolo Ivan Lendl, rimproverandolo ostile.
23-29;Tennis;3;Con quale marca di racchetta gioca Roger Federer, professionista dal 1998?;Wilson;Lacoste;Babolat;Testa;Federer ha giocato nel 2012 con la racchetta Wilson Pro Staff Six.One, caratterizzata dalla sua piccola superficie sorprendente.
23-30;Tennis;3;Quale tennista ha involontariamente causato la morte di un arbitro da una delle sue palle?;Stephan Edberg;Mats Wilander;Jimmy Connors;John McEnroe;Stephan Edberg è con John McEnroe uno dei soli due giocatori ad essere il numero uno in singolare e singolo maschile.
24-1;Castelli;1;Nei giardini di quale castello possiamo ammirare una bella limonaia?;Versailles;Chenonceau;Fontainebleau;Sigilli;L'Orangerie ha 1.500 arbusti nella scatola in inverno, principalmente aranci ma anche allori, melograni o mirto.
24-3;Castelli;1;All'inizio del Medioevo, in quale materia furono costruiti i primi castelli forti?;Legno;Paglia;Ferro;Pietre;Il castello è un'innovazione europea apparsa nel IX secolo dopo la caduta dell'impero carolingio.
24-5;Castelli;1;Qual è il nome del fossato, di solito pieno d'acqua, che circonda un forte castello?;Douves;Camicia;Contrescarpe;Latrine;L'uso di ingranaggi, come torri e bulli, è stato quindi reso difficile o impossibile.
24-8;Castelli;1;Qual era la residenza preferita dei re di Francia al Rinascimento?;Blois;Amboise;Fontainebleau;Meudon;Il castello reale attorno a un cortile ha un panorama dell'architettura francese dal Medioevo all'era classica.
24-10;Castelli;1;Cosa si trova generalmente dietro il ponte levatoio di un castello?;Erpice;Assassini;Douves;Torretta;Il fondo dell'erpice è spesso pieno di punte per scoraggiare chiunque a cercare di passare sotto mentre scende.
24-11;Castelli;2;In quale dipartimento puoi visitare il castello di Chenonceau, con un aspetto molto femminile?;Indre-et-Loire;Vaucluse;Dordogne;Finistère;Il castello di Chenonceau è uno dei castelli comunemente chiamati i castelli della Loira.
24-12;Castelli;2;Come si chiama una piccola torre in un castello?;Torretta;Tourette;Tourine;Touronne;"Le torrette o ""tournelles"" fungevano da torre di avvistamento, in difesa di un punto debole o di una postern."
24-13;Castelli;2;Quale castello è presumibilmente sepolto Leonardo da Vinci?;Amboise;Blois;Sully-Sur-Loire;Saumur;De Vinci sviluppò idee che erano molto più avanti del suo tempo, come l'aeroplano, l'elicottero, il sottomarino e l'automobile.
24-15;Castelli;2;Quale castello fu ispirato da Hergé a creare il castello di Moulinsart?;Cheverny;Langeais;Villandry;Chaumont-Sur-Loire;Il castello, costruito in uno stile molto classico, è stato progettato da Jacques Bougier, architetto di una parte del castello di Blois.
24-16;Castelli;2;Vicino a quale città Luigi XIV costruì la sua futura residenza?;Versailles;Angers;Fontainebleau;Chambord;Il re e la corte vi risiedevano permanentemente dal 1682 al 1789, ad eccezione degli anni della Reggenza dal 1715 al 1723.
24-17;Castelli;2;In quale città si può visitare il castello dei duchi di Bretagna?;Nantes;Rennes;Brest;Angers;Divenne proprietà della città di Nantes nel 1915, il castello è stato utilizzato per turismo e musei dal 1924.
24-19;Castelli;2;Quale castello apparteneva al Grand Condé nel XVII secolo era un luogo di festa?;Chantilly;Versailles;Chenonceau;Fontainebleau;I giardini del castello di Chantilly sono una delle creazioni più straordinarie di André Le Nôtre.
24-20;Castelli;2;In quale città della Francia si trova il castello di Enrico IV, classificato come monumento storico?;Pau;Tolosa;Bordeaux;Mont-de-Marsan;"Il castello di Pau porta in sé i segni tormentati della storia moderna, sotto la benevola figura del ""verde galante""."
24-22;Castelli;3;Quale piccola porta decrepita a volte viene praticata in un muro del castello?;Poterne;Erpice;Escarpe;Bretèche;Collocata sul fondo delle cortine, a livello dei fossati, era generalmente sotto la protezione degli assassini di una torre vicina.
24-23;Castelli;3;Quale muro collega due torri nell'architettura militare medievale?;Courtine;Poterne;Erpice;Escarpe;Nell'architettura militare bastionata, una cortina muraria è un bastione che collega due bastioni.
24-24;Castelli;3;Quale struttura di pietra posta nella parte superiore di una torre consente una miccia?;Piombatoia;Bastillon;Merlon;Gabion;Questo sistema di difesa attivo, che sostituisce i tabelloni, viene utilizzato per lanciare vari materiali per difendere il piede delle fortificazioni
24-26;Castelli;3;Nel porto di quale città puoi vedere il castello di If?;Marsiglia;Nizza;Tolone;Nantes;Questa costruzione quadrata a tre piani misura 28 metri per lato, fiancheggiata da 3 torri e forata da ampie feritoie.
24-27;Castelli;3;Quale castello classificato include tre dungeon costruiti in tre momenti diversi?;Falaise;Olivet;Caen;Vire;Le fasi di costruzione sono chiaramente identificabili, ogni dungeon corrisponde a un periodo distinto.
24-28;Castelli;3;Quale castello è composto da 17 torri erette sotto il regno di Saint-Louis?;Angers;Tolone;Rambures;Falaise;La fortezza, chiamata anche il castello dei duchi di Angiò, è eretta su un ardesia di ardesia del promontorio che domina il Maine.
24-29;Castelli;3;Quale castello della Somme è costruito quasi interamente in mattoni?;Rambures;Bertangles;Raincheval;Folleville;Il castello di Rambures fu risparmiato da Luigi XIII durante le ordinanze di Richelieu.
24-30;Castelli;3;Quale castello di Mayenne con otto torri fu costruito in un solo anno?;Lassay;Courbeveille;Fresnay;Terchant;Le due torri degli angoli sud-est e sud-ovest sono circolari, mentre le altre sei sono fiancheggiate dal muro delle cortine.
165-1;Cultura generale;1;Quale soprannome è stato dato a Victoria Beckham tra le Spice Girls?;Posh;Push;Pesh;Pish;La carriera solista di Victoria Posh Beckham (abbastanza rapidamente interrotta) è la più disastrosa delle Spice Girls.
165-2;Cultura generale;1;Quale boy band era Justin Timberlake prima di fare carriera da solista?;NSYNC;Take That;G-Squad;Backstreet Boys;I membri del gruppo NSYNC erano Lance Bass, Chasez, Joey Fatone, Chris Kirkpatrick e Justin Timberlake.
165-4;Cultura generale;1;Negli X-Men, quale sostanza è lo scheletro di Wolverine?;Adamantium;Vibranio;Cavorite;Neutronium;L'Adamantium, la lega metallica immaginaria più resistente di tutti i metalli immaginari conosciuti, non si ossida né arrugginisce.
165-6;Cultura generale;1;In che anno è uscita la prima versione del film E.T.?;1982;1984;1986;1980;Per undici anni consecutivi, il blockbuster americano E.T. l'extra-terrestre rimarrà ai vertici del botteghino globale.
165-7;Cultura generale;1;Qual è il colore del triangolo su un gamepad per PlayStation 2?;Verde;Blu;Rosso;Malva;La PS2 è una console per videogiochi di sesta generazione commercializzata da Sony Computer Entertainment.
165-8;Cultura generale;1;Chi è diventato il primo artista prodotto dagli utenti Internet in Francia?;Grégoire;Matthieu;Antoine;Simon;Il primo album di Grégoire, uscito nel 2008 e trasformato in disco diamantato, è stato prodotto da 347 utenti Internet.
165-9;Cultura generale;1;Quale attore interpreta Spider-Man nella serie di film realizzati da Sam Raimi?;Tobey Maguire;Val Kilmer;Ben Foster;Jason Statham;Tobey Maguire non sarà più scelto per interpretare il personaggio di Peter Parker in Spiderman 4.
165-11;Cultura generale;2;In quale anno il primo prototipo della 205 è uscito dai laboratori Peugeot?;1981;1977;1969;1992;Il modello di punta del costruttore, il 205, lo salverà da una situazione finanziaria delicata dopo l'acquisto di Chrysler Europa.
165-12;Cultura generale;2;Quale società di produzione audiovisiva appartiene a Christophe Dechavanne?;Coyote;Réservoir Prod;Case Productions;Visu Tele;Il gruppo Coyote è uno dei maggiori produttori indipendenti nel panorama audiovisivo francese.
165-13;Cultura generale;2;Con quale film Clint Eastwood ha realizzato una biografia di Charlie Parker?;Bird;Parker;Dizzy;Charlie;Il film di alta qualità è uno dei pochissimi dedicati al jazz e alla musica di un regista stesso musicista.
165-14;Cultura generale;2;Jon Voight, interprete del film Macadam Cowboy, ha una famosa ragazza chiamata ...;Angelina Jolie;Kate Moss;Katie Holmes;Jennifer Aniston;Originario della Germania e della Slovacchia, Jon Voight ha frequentato corsi di scenografia presso l'Università Cattolica di New York.
165-15;Cultura generale;2;Nel magico mondo dei Pokémon, chi sono i nemici giurati di Sacha e dei suoi amici?;Team Rocket;Team Alpha;Team Miaouss;Team Draco;Il Team Rocket è un'organizzazione criminale fittizia, di proprietà di Giovanni, della serie animata Pokémon mon.
165-16;Cultura generale;2;The Marriage of Figaro è un ope-food di cui grande compositore?;Mozart;Puccini;Verdi;Toscanini;Dopo la prima rappresentazione data a Vienna nel maggio 1786, furono proposte altre otto rappresentazioni.
165-18;Cultura generale;2;Quale sexy spogliarellista era la compagna di Marilyn Manson per diversi anni?;Dita Von Teese;Ursula Martinez;Carol Doda;Tori Welles;La firma di Dita, una ballerina di burlesque, è nata dal suo incontro con Catherine D'Lish, la sua migliore amica.
165-19;Cultura generale;2;Quale attore ha incontrato il suo agente Johnny Depp, quindi sconosciuto al grande pubblico?;Nicolas Cage;Bruce Willis;Morgan Freeman;Clint Eastwood;Johnny Depp è diventato famoso grazie alla serie televisiva 21 Jump Street e al suo ruolo di Jack Sparrow.
165-20;Cultura generale;2;Qual è la durata fissata per il mandato dei delegati europei?;Cinque anni;Quattro anni;Tre anni;Sei anni;Un terzo degli eurodeputati è costituito da donne, una percentuale più elevata rispetto alla maggior parte dei parlamenti nazionali.
